LD,Ratio
Null,0.431238994
Null,0.619197186
Null,2.653282397
Null,0.434875006
Null,1.457768377
Null,0.297184119
Null,0.501114082
Null,0.177273469
Null,0.693429179
Null,0.278920227
Null,0.372053662
Null,1.367269482
Null,0.568563637
Null,0.219216767
Null,2.103474639
Null,0.140145183
Null,2.157523041
Null,0.685450859
Null,0.845434012
Null,0.746649086
Null,2.580366727
Null,1.583153121
Null,0.187493917
Null,2.557042825
Null,0.076505895
Null,0.266845693
Null,0.220356481
Null,0.298896815
Null,1.513675284
Null,0.689341911
Null,0.03958779
Null,0.422532388
Null,3.308730125
Null,2.813553208
Null,2.554510307
Null,0.150379342
Null,0.122085381
Null,1.027761546
Null,1.678682838
Null,0.267476373
Null,0.069174348
Null,2.468404047
Null,1.097856707
Null,1.226910414
Null,3.577231694
Null,0.195412359
Null,4.88061019
Null,1.122342442
Null,3.416071521
Null,0.27228005
Null,0.404200114
Null,0.923840015
Null,4.226090272
Null,1.502234638
Null,0.368606038
Null,3.479366619
Null,1.158426113
Null,10.16423524
Null,1.514872015
Null,1.778787702
Null,0.738604309
Null,4.27641807
Null,0.198280051
Null,4.839915508
Null,1.567418233
Null,1.249500356
Null,0.24343637
Null,0.084865651
Null,0.218405365
Null,0.648087929
Null,0.571561691
Null,0.36082228
Null,1.242030659
Null,2.468487055
Null,12.68951634
Null,0.432423991
Null,0.403436153
Null,0.154205217
Null,1.274626982
Null,0.728321737
Null,0.991792096
Null,0.042031469
Null,3.948549085
Null,0.095372444
Null,0.651785443
Null,0.990195863
Null,5.878723146
Null,0.344006665
Null,0.152858072
Null,0.615445967
Null,0.636878329
Null,14.94357843
Null,5.160440852
Null,0.995205
Null,1.282409644
Null,2.881986102
Null,0.377625467
Null,0.159329165
Null,0.092655981
Null,0.050819244
Null,0.770716695
Null,1.639216184
Null,0.105819004
Null,0.20416617
Null,0.080733952
Null,1.079773433
Null,0.628168872
Null,2.912073183
Null,0.559626447
Null,0.11773829
Null,3.22839359
Null,0.316508341
Null,0.365391408
Null,0.538881489
Null,1.459682792
Null,3.081178985
Null,0.099160361
Null,1.07894566
Null,1.049358891
Null,0.189705155
Null,0.112662617
Null,0.145868777
Null,1.657544657
Null,0.161856889
Null,1.287173838
Null,0.58853989
Null,0.73317457
Null,0.660980975
Null,0.617565495
Null,1.158107382
Null,0.268467572
Null,0.526378038
Null,8.091687827
Null,3.634001954
Null,0.200484219
Null,0.89146835
Null,0.406026531
Null,0.173282178
Null,1.214109841
Null,0.220832475
Null,2.358567527
Null,2.163781673
Null,0.246598825
Null,21.3146058
Null,3.904546199
Null,8.116142485
Null,1.735775383
Null,0.754997516
Null,0.761473572
Null,4.838600988
Null,0.46137331
Null,0.504310592
Null,1.650731158
Null,0.389614927
Null,13.29004366
Null,0.765093155
Null,0.626416387
Null,5.381691844
Null,0.955063803
Null,0.408283937
Null,0.126687793
Null,5.449330855
Null,0.039099869
Null,0.85494829
Null,0.262372446
Null,0.641518604
Null,2.556447
Null,0.266280362
Null,0.022516801
Null,2.511227617
Null,0.603289347
Null,4.830125505
Null,1.474164486
Null,0.551172059
Null,0.73732396
Null,1.95488007
Null,0.523354378
Null,0.247783171
Null,1.71792491
Null,1.559820114
Null,1.053545449
Null,0.396081015
Null,0.498109109
Null,0.542703539
Null,0.526275773
Null,4.669822053
Null,0.284643538
Null,0.071951374
Null,2.295495121
Null,1.394216345
Null,0.290746279
Null,0.972260397
Null,0.173878971
Null,0.635668375
Null,0.558670417
Null,6.693513403
Null,0.928398858
Null,0.42463613
Null,1.443276555
Null,0.422689617
Null,0.120291879
Null,3.256879506
Null,1.915891859
Null,2.250065905
Null,2.47039238
Null,0.59636403
Null,0.116420289
Null,1.78546587
Null,1.194486375
Null,1.425740342
Null,0.54699715
Null,0.670920499
Null,0.07292896
Null,1.86594505
Null,0.12584646
Null,0.336819017
Null,1.124212418
Null,0.08469177
Null,0.34343166
Null,0.16501718
Null,0.029382867
Null,0.373495352
Null,1.098479336
Null,0.123815009
Null,0.733070321
Null,2.241544574
Null,0.208117121
Null,0.406356367
Null,0.429737221
Null,0.208631723
Null,1.292194708
Null,3.323287479
Null,0.0404271
Null,0.743127028
Null,0.52591931
Null,3.099243303
Null,6.058057578
Null,0.23747092
Null,5.532170581
Null,0.547990468
Null,1.21076027
Null,0.191604638
Null,1.061310182
Null,0.333327076
Null,0.529092816
Null,2.270108249
Null,0.148711023
Null,0.66769978
Null,1.00332245
Null,3.596706292
Null,0.95965652
Null,1.774230551
Null,0.074871248
Null,0.652356744
Null,0.258572011
Null,18.02280187
Null,2.753850588
Null,0.081954086
Null,1.959531395
Null,1.870834123
Null,10.59813991
Null,2.863829396
Null,1.779471195
Null,0.459527345
Null,0.486610719
Null,0.057267709
Null,1.654308759
Null,0.349160706
Null,0.299682334
Null,3.791626169
Null,0.939708824
Null,5.257405633
Null,0.761498284
Null,2.384302176
Null,0.602964267
