beh,edist,repeated
3.327206078,2.737799555,0
3.454704244,2.769175668,0
3.661271732,2.758850115,0
3.822030425,2.68567787,0
3.616793585,2.729034598,0
2.414938977,3.731455898,0
2.289133391,3.742069898,0
2.812441362,3.69657465,0
2.393764423,3.704991398,0
3.801799157,3.729123222,0
2.494268488,3.768523292,0
3.439387119,3.487448016,0
2.346958757,3.426322632,0
3.535383167,3.506007305,0
2.615777199,3.506148889,0
3.367211988,3.540431506,0
3.680196752,3.5201655,0
2.351666659,3.595402116,0
2.347151815,3.703611717,0
2.556362867,3.585528102,0
2.372672905,3.693482775,0
2.310987468,3.594851949,0
3.241183526,3.590405922,0
4.334923481,3.658662114,0
4.563819679,3.654130698,0
4.563819679,3.598881223,0
4.746602353,3.63849274,0
4.956730996,3.586248448,0
5.660783249,3.607370247,0
5.634081363,3.591671963,0
5.32031904,3.62912809,0
5.843583675,3.565362111,0
5.792389749,3.621510747,0
4.857781139,3.216968804,0
4.394785802,3.191502687,0
4.452623364,3.204301788,0
5.018987391,3.269233501,0
4.953349543,3.172172339,0
3.406657113,2.907219317,0
3.441440235,2.95329823,0
3.505598221,2.963349686,0
3.107414961,2.960536554,0
3.641925893,2.944497018,0
3.85758235,2.933186562,0
4.353417093,2.946915213,0
4.245565004,2.999506546,0
4.41129671,2.9369624,0
3.791152915,2.947600155,0
4.179993931,2.941225496,0
4.327411345,2.973341662,0
3.765056427,2.831173873,0
3.708707813,2.778913676,0
5.288524523,2.783287225,0
4.024873975,2.798858313,0
4.179993931,2.784058636,0
4.377766205,2.798144368,0
1.843293021,3.280141373,0
2.142036911,3.21152151,0
2.552114695,3.215250504,0
2.754081585,3.195530317,0
3.204893658,3.206514619,0
3.7900023,3.281191437,0
2.154983356,3.18713411,0
2.297291639,3.221301006,0
3.232973597,3.173088541,0
3.379831778,3.236776964,0
3.61598501,3.213976768,0
3.916803745,3.131425234,0
2.148670858,3.012086788,0
2.286425087,3.052667016,0
3.484687585,3.091653021,0
2.929681929,3.026588466,0
2.838475068,3.084384017,0
3.578467698,3.057795949,0
3.008350774,4.351693373,0
3.461877456,4.288709433,0
4.162896872,4.463394175,0
3.948778408,4.42588231,0
4.210840418,4.363792367,0
4.398835222,4.353828446,0
2.871098135,4.493116154,0
3.72306078,4.561032935,0
4.754125361,4.475191188,0
3.51471345,4.426927756,0
4.210840418,4.51090378,0
4.290857523,4.523903291,0
3.952216811,4.147827543,0
4.517965719,4.189062647,0
3.862247646,4.089505807,0
3.952216811,4.188382499,0
3.752982812,4.153495759,0
4.147900859,4.155352213,0
2.969327284,3.26023581,0
2.84201908,3.19012365,0
2.79763159,3.246352616,0
3.559672307,3.198077983,0
2.700106492,3.198368154,0
3.933316734,2.509833166,0
3.96509387,2.550823644,0
3.491207079,2.497503212,0
3.958876387,2.540781801,0
3.369089676,2.564565566,0
3.027623192,2.552567041,0
3.116527168,2.555754542,0
3.374059233,2.578459647,0
3.924988092,2.570746662,0
2.8248543,2.574121966,0
2.173429305,0.119449696,1
2.002593563,0.132691998,1
2.162508639,0.097704617,1
2.510842005,0.420837728,1
1.937175877,0.421141098,1
0.920718995,0.468113287,1
1.171643473,0.432423259,1
2.480937473,0.420162475,1
2.286287568,0.42422143,1
3.339803799,0.503087723,1
2.640010423,0.497015888,1
1.851738513,0.49336851,1
2.226535866,0.484959964,1
1.848066215,0.52284612,1
2.683900529,0.504432284,1
2.09381092,2.436261994,1
3.486679511,2.262389947,1
2.101432027,2.327421281,1
2.05025949,2.316003447,1
2.099367876,2.347914559,1
2.335889349,2.347467276,1
2.574556097,2.600866945,1
3.396148107,2.668693203,1
2.30943276,2.541439757,1
3.680329826,2.548756481,1
2.085734017,2.654524267,1
2.501219509,2.624064724,1
3.555191435,2.652515801,1
2.508506052,2.751186496,1
4.347596245,2.709827177,1
1.892208214,2.78334258,1
2.520827372,2.654376101,1
2.649110063,2.666116312,1
2.110234543,3.6827006,0
2.513669309,3.712420895,0
2.283131193,3.714832512,0
2.771197323,3.692320864,0
2.68696876,3.697830996,0
2.994153287,3.647686623,0
2.592126715,3.716341241,0
2.366691116,3.716359091,0
2.477376492,3.675012308,0
2.205596411,3.703145163,0
2.925785317,3.67916245,0
3.182002457,3.681473989,0
2.592126715,3.919955566,0
2.941203694,3.91242143,0
3.182002457,3.94368202,0
3.160974011,3.908353182,0
3.45808668,3.953678973,0
3.870937494,3.976862767,0
1.928609675,3.944083943,0
2.616375654,3.950982258,0
2.455829483,3.954192366,0
2.538754173,3.943194051,0
2.47634585,3.960648327,0
2.249434125,3.907454612,0
2.084119374,3.945528191,0
2.535865815,3.914112374,0
2.369871794,3.899013544,0
2.078805642,3.948038234,0
2.553768549,3.973220926,0
2.439683564,3.941450281,0
2.556427309,3.822300935,0
3.018518286,3.84199952,0
2.865342025,3.848314181,0
2.814202057,3.80700961,0
2.358518785,3.779646281,0
2.690546479,3.846875955,0
2.740722172,4.828017277,0
3.446652236,4.818522257,0
3.128190239,4.799672293,0
3.349503088,4.813127364,0
2.616463243,4.817901104,0
2.496257546,4.791913247,0
2.371901425,4.32045059,0
2.730740419,4.322221613,0
2.799705166,4.300175799,0
3.381794266,4.307251505,0
2.874906431,4.332007882,0
2.992894412,4.328683879,0
3.270329068,4.679039851,0
3.349097225,4.700001925,0
3.461614053,4.721549729,0
3.577399579,4.696325907,0
2.616463243,4.680981091,0
3.235025176,4.680544046,0
2.716964262,3.130894267,0
2.803630545,3.155796008,0
3.81607616,3.081651599,0
4.151738289,3.164755212,0
2.564691724,3.144145294,0
2.73126048,3.193045737,0
2.937365981,2.990955312,0
2.914346946,2.891701942,0
4.253670167,3.009171195,0
4.756560292,2.918417669,0
2.98219448,2.929164023,0
3.346409437,2.898737242,0
3.142059404,3.05088686,0
3.081560216,3.127023656,0
4.066439445,3.085747131,0
3.36278117,3.095738166,0
3.355329182,3.113767796,0
2.930111404,3.079884477,0
2.981765674,4.999847837,0
2.580165183,4.971220637,0
3.330172187,4.962344693,0
3.574272203,4.980842645,0
3.224914161,4.948880448,0
3.406118392,6.473276079,0
3.66160284,6.500230084,0
4.387721562,6.491063332,0
3.661142512,6.451593912,0
3.35269219,6.524004074,0
3.756019736,6.388106523,0
3.810331337,6.368351294,0
4.417652436,6.343925442,0
3.649745858,6.334119897,0
3.453820922,6.335862208,0
3.535517907,3.246192725,0
3.17461618,3.309796538,0
3.839851947,3.221976209,0
3.341898161,3.257084392,0
3.126303192,3.254818906,0
2.971691007,3.18915566,0
4.203409882,3.286268281,0
3.055261162,3.276403685,0
5.151712988,3.343664542,0
4.494016604,3.299612365,0
3.224419901,3.282395426,0
2.706769561,3.313915002,0
4.1199503,3.399028196,0
3.755887858,3.405372546,0
4.815506224,3.3846505,0
5.015458886,3.47066992,0
3.039193638,3.447310141,0
3.566761324,3.455566388,0
3.49687615,4.54475991,0
2.769493542,4.482077107,0
4.141555938,4.544644695,0
4.754024316,4.529283997,0
2.717281433,4.472275503,0
3.994376994,4.524960075,0
3.870819562,4.4552507,0
3.187874321,4.530106612,0
4.069528813,4.5051596,0
3.352309771,4.485426566,0
2.71861514,4.494494352,0
4.086062838,4.469727884,0
4.437150296,4.429963858,0
3.973952797,4.433617626,0
5.023970067,4.409971088,0
4.759260068,4.416548459,0
3.392362644,4.470856512,0
4.410740951,4.414202536,0
2.967102101,2.97060982,0
3.126473964,2.962107746,0
3.195383466,2.899809413,0
3.172670793,2.969603935,0
3.56386279,2.974797766,0
3.231561381,2.949948854,0
3.682193533,2.975721525,0
3.423750079,2.914065322,0
3.607558693,2.921986373,0
4.093095797,2.931186184,0
4.024670659,2.990192565,0
3.899719465,2.927331237,0
3.535634896,2.934215768,0
3.930403274,2.965401023,0
3.813566223,3.021368467,0
3.607597662,2.954703203,0
3.670403069,2.902273967,0
3.320580319,2.999669901,0
3.531849751,4.327628597,0
3.834699222,4.365640655,0
3.962370547,4.347819789,0
3.705910624,4.322941486,0
3.575884037,4.288522495,0
3.783579402,4.3119252,0
3.376629648,4.202077952,0
3.698482696,4.204777145,0
3.95252974,4.256966882,0
3.243375959,4.231417254,0
3.756830908,4.215331769,0
3.944143321,4.221667138,0
4.297418381,4.51631398,0
4.394250634,4.455085013,0
4.574714517,4.406611361,0
3.927197932,4.474783239,0
4.148424016,4.535159228,0
4.233429198,4.503347189,0
5.011327918,4.095761091,0
3.425297061,4.105277539,0
3.627639603,4.174523347,0
6.069214319,4.167007656,0
5.214243725,4.130920526,0
3.301390948,4.185818755,0
5.261534445,3.912500072,0
3.286029804,3.8749273,0
3.393382435,3.854641101,0
2.913303098,3.87375468,0
5.759768208,3.860279748,0
3.134780265,3.807385006,0
4.279533622,3.938802531,0
4.183418595,3.98168533,0
4.681643042,3.912089815,0
5.375426329,3.911937831,0
5.173002172,3.950457768,0
3.689774534,3.955873811,0
4.756554829,5.052700113,0
4.57778868,5.004862578,0
4.798204421,5.031885424,0
4.798204421,5.066216505,0
5.122377765,5.005126301,0
5.325339734,5.049210847,0
4.525499317,4.904012075,0
4.43927994,4.872057339,0
5.086992441,4.817311147,0
4.885650714,4.822942247,0
5.046314949,4.835333238,0
4.718374438,4.809245509,0
4.909101171,5.101269893,0
4.38374611,5.146290248,0
5.343999374,5.155870483,0
4.840207636,5.135124149,0
5.150853575,5.108178632,0
5.165891863,5.107789025,0
4.181013165,2.74286115,0
3.114816695,2.768962555,0
3.323121045,2.788621606,0
3.941274657,2.826798395,0
3.398140023,2.780725827,0
3.681549914,3.098082374,0
3.529345276,3.047122932,0
3.636237059,3.005837798,0
4.531339992,3.04414929,0
4.234244146,3.088722758,0
3.585081409,2.812937796,0
3.122222615,2.842827735,0
3.625136168,2.832884713,0
4.400534857,2.763772831,0
3.488619737,2.802566596,0
2.725269366,3.889380943,0
2.66948644,3.899760866,0
3.009106677,3.852987426,0
2.871355734,3.862817836,0
2.976666913,3.887500535,0
2.652856589,3.926178376,0
2.823529026,3.641757515,0
2.540855869,3.578903729,0
3.270586459,3.659997754,0
2.61931152,3.65824344,0
3.029744515,3.69331017,0
2.904951628,3.673167663,0
2.921119386,3.748871272,0
3.243419559,3.85831706,0
3.264072567,3.739936622,0
2.77038009,3.848069841,0
2.938388807,3.747751735,0
2.725269366,3.744039669,0
4.651318202,3.707393128,0
4.785584792,3.699810776,0
4.334983657,3.646827514,0
4.613222254,3.685001274,0
4.628747298,3.631627561,0
5.280787651,3.65600028,0
5.116413245,3.641195424,0
4.647159082,3.678288667,0
5.283556747,3.612688305,0
5.328229923,3.669608856,0
4.732488364,3.269713334,0
4.691162018,3.246022937,0
4.46943147,3.256814593,0
4.780500652,3.322877185,0
4.574127739,3.228442566,0
3.763869176,2.967846932,0
4.33984602,3.017968297,0
3.497564284,3.026900504,0
3.578962241,3.029185471,0
3.586056752,3.006782323,0
4.630286453,2.996395922,0
3.745052659,3.011424698,0
4.31672488,3.065154982,0
4.151514282,3.001131027,0
3.629221534,3.006281863,0
3.650262779,3.00421662,0
4.887404509,3.030628116,0
3.794783023,2.883517412,0
4.673645495,2.825938712,0
6.056044237,2.833296123,0
3.953045472,2.849656982,0
3.650262779,2.837017447,0
4.67215129,2.857208026,0
2.269866731,3.285712515,0
1.788682498,3.221257507,0
1.964035527,3.224116973,0
2.530267602,3.205604388,0
2.354090059,3.216820602,0
3.248680789,3.291359709,0
2.200167937,3.18837053,0
1.891789701,3.219116482,0
2.43490056,3.176972394,0
2.973579398,3.23838358,0
2.779614566,3.216196348,0
2.899403109,3.131913343,0
3.302031864,3.007819697,0
3.05109125,3.045823931,0
4.006899658,3.082096761,0
3.587573016,3.021320203,0
2.313928262,3.080689916,0
3.050407195,3.052737293,0
2.803283925,4.420723983,0
2.935226512,4.360990204,0
3.016617903,4.532530976,0
3.118932016,4.494400322,0
3.258531334,4.433920814,0
2.999908695,4.423845954,0
2.935689593,4.551497758,0
2.935226512,4.617861054,0
3.536164231,4.533355507,0
2.918051282,4.485093247,0
3.258531334,4.570174646,0
2.999908695,4.583538376,0
3.567798447,4.214850283,0
4.762540699,4.254525981,0
3.082549133,4.155962312,0
3.567798447,4.255884024,0
3.527333922,4.218311225,0
3.256985494,4.218787465,0
2.600318734,3.290750734,0
3.266071529,3.222217286,0
2.479302755,3.275743884,0
4.264747028,3.232950411,0
2.292205992,3.227622548,0
3.008676902,2.543206627,0
2.914840114,2.582130976,0
2.719037744,2.532401221,0
3.805282267,2.574422258,0
2.757948107,2.599279604,0
3.271853348,2.58967006,0
2.954191593,2.595034229,0
3.06656064,2.615954375,0
4.256349974,2.603281522,0
2.74048856,2.614470173,0
1.943772627,0.14771597,1
2.631314249,0.146805103,1
3.189692526,0.392198525,1
1.70687835,0.391890067,1
1.605965496,0.450045753,1
1.830586386,0.401064049,1
2.260845138,0.392911313,1
1.832766102,0.407221811,1
3.040096881,0.487957449,1
1.85731019,0.467662854,1
1.1379189,0.463711711,1
0.837258059,0.473989228,1
1.604554141,0.502822576,1
2.037302678,0.482462741,1
3.193957003,2.462174339,1
2.385381746,2.286202312,1
2.306822697,2.352530829,1
2.782850409,2.341518567,1
1.953208945,2.37445866,1
2.984026648,2.374460326,1
2.981901153,2.620266792,1
2.385381746,2.688678506,1
2.237667585,2.558082886,1
3.23187415,2.567205691,1
2.177092424,2.671603365,1
3.292670399,2.640982399,1
3.48924735,2.66034681,1
2.125365802,2.759521811,1
3.189687249,2.723409505,1
2.726297924,2.793460634,1
2.232344122,2.664598006,1
2.915868559,2.676469525,1
2.348250887,3.618205771,0
1.979121619,3.650406204,0
3.112810082,3.650055078,0
2.207648326,3.628402819,0
2.552591609,3.631487691,0
3.036070056,3.582920221,0
2.424534216,3.650797769,0
2.488374784,3.651078404,0
3.250722319,3.611270611,0
2.46578342,3.635108624,0
2.274929739,3.614056706,0
3.140617109,3.617049375,0
2.424534216,3.851981396,0
2.133072028,3.841934679,0
3.140617109,3.873347859,0
2.274929739,3.841103616,0
2.059280758,3.88627221,0
3.372157582,3.90786405,0
2.8353338,3.886665926,0
3.523393859,3.897638516,0
1.945575867,3.899745478,0
2.185985062,3.885302665,0
1.95982055,3.904602714,0
2.027061989,3.851499399,0
2.854593624,3.895715776,0
3.851767565,3.85997991,0
2.20604985,3.844278041,0
2.482239989,3.897099279,0
2.09430648,3.921511676,0
2.118171624,3.889687484,0
2.451052822,3.762108597,0
3.486441763,3.781924954,0
1.768540839,3.789329912,0
2.216432392,3.748596463,0
1.985302995,3.718676445,0
1.857808267,3.787196479,0
2.63073674,4.732184182,0
3.569426412,4.723993645,0
4.142729721,4.703827298,0
2.314699257,4.717126293,0
2.522653055,4.722172386,0
2.3416241,4.697058305,0
2.967560858,4.224151035,0
3.447715845,4.225047161,0
3.799486059,4.203765259,0
2.910909292,4.210898764,0
3.251538635,4.23539171,0
3.049551564,4.231589264,0
2.598696494,4.57906558,0
3.324001041,4.600489336,0
4.102968196,4.622194956,0
2.420844817,4.597371721,0
2.460126503,4.582019276,0
2.965991868,4.581076551,0
2.473735071,3.119975477,0
3.483441909,3.146101063,0
2.637220097,3.070778912,0
3.821777835,3.153930687,0
3.040600515,3.13224167,0
2.520522212,3.18304354,0
2.826429082,2.979734296,0
3.70799228,2.876401515,0
3.230960417,2.996230678,0
4.277247822,2.907577011,0
3.416104877,2.916681425,0
3.320598231,2.886952668,0
2.402788479,3.033164504,0
3.773244056,3.110245125,0
2.92741679,3.068809922,0
3.541585804,3.075626649,0
3.489938772,3.097984777,0
2.668360541,3.060875551,0
3.393077542,4.968170849,0
3.289537481,4.938712482,0
3.806904727,4.931451589,0
3.537479042,4.951173422,0
3.371508452,4.917009908,0
4.162302868,6.435259167,0
3.912868437,6.460878372,0
4.423572037,6.451769891,0
3.866529882,6.413384818,0
3.898709537,6.486066845,0
3.870860859,6.353978614,0
3.309301097,6.333884822,0
4.545055491,6.310181777,0
3.635211002,6.300987715,0
2.872543992,6.301022853,0
2.378399306,3.265006194,0
3.635410007,3.329123602,0
2.663256359,3.241685646,0
2.708629433,3.274582078,0
1.926021313,3.272489694,0
3.080497598,3.20724393,0
2.569322856,3.304030115,0
3.480515122,3.291796457,0
3.677899366,3.361247016,0
3.363696913,3.31658897,0
2.005271584,3.300868456,0
2.994475713,3.331494847,0
2.53400613,3.433890084,0
3.536403435,3.441098356,0
3.393569778,3.419021973,0
3.755887858,3.506731639,0
1.920134295,3.482279207,0
3.109759567,3.490356082,0
2.320568722,4.529957091,0
2.170260599,4.467394991,0
3.721944298,4.530449716,0
3.352309771,4.514770928,0
3.250722319,4.458532514,0
2.635438869,4.511375607,0
2.970662557,4.438219326,0
2.906665336,4.514644274,0
4.006365748,4.48932405,0
2.594818962,4.469227599,0
2.918342051,4.477382068,0
2.469009691,4.452616521,0
2.838932812,4.414629435,0
3.171309777,4.416710993,0
4.47646198,4.392923948,0
3.502792504,4.39985578,0
3.275977596,4.454593088,0
2.712662614,4.397244274,0
3.2865017,2.914742785,0
3.614844037,2.902709276,0
3.58225127,2.840076933,0
2.932912062,2.911159664,0
2.703167354,2.914292332,0
2.836003529,2.890162942,0
3.91228517,2.913229284,0
3.974067518,2.853018092,0
4.070773448,2.859085401,0
3.722224241,2.869769848,0
3.350254685,2.928961653,0
3.271531224,2.864242885,0
3.260772127,2.867938088,0
3.700028306,2.899678439,0
3.58225127,2.958994706,0
3.03011764,2.88859431,0
2.721698943,2.838380607,0
2.812272063,2.936458511,0
3.507841971,4.300042664,0
3.109592763,4.336351308,0
4.177425345,4.319198719,0
3.161215274,4.291515054,0
3.311257552,4.256672837,0
3.823001154,4.282700057,0
3.545848137,4.174832301,0
3.176873093,4.176651769,0
4.186737575,4.228364046,0
3.255361212,4.204573457,0
3.454360305,4.189589162,0
3.870794066,4.193041883,0
3.880261797,4.487703672,0
3.2978696,4.428620676,0
4.355320343,4.379543467,0
3.208562949,4.4503516,0
3.401252885,4.508935572,0
4.039782217,4.47813349,0
4.437846617,4.072860491,0
2.924407441,4.083421883,0
3.990184387,4.152369342,0
5.179824037,4.14505497,0
4.743543564,4.106642791,0
2.825717247,4.165254069,0
4.896772197,3.887094327,0
2.924407441,3.846703505,0
3.639778032,3.829418518,0
3.461348019,3.849293548,0
5.254970329,3.835388285,0
2.979240463,3.781149592,0
4.069162771,3.915124634,0
2.959043829,3.959777662,0
3.797837426,3.887428168,0
4.279533622,3.886432148,0
4.558453469,3.92787406,0
2.913147559,3.930730964,0
4.667504383,5.047239103,0
4.658946831,4.998800354,0
5.33694366,5.026090475,0
4.65279262,5.061020098,0
5.112031707,4.999297097,0
4.879425043,5.043683548,0
4.724591475,4.896355441,0
4.853649839,4.863707389,0
5.468370959,4.809418276,0
4.68837553,4.814961788,0
5.182239418,4.828284671,0
4.716809293,4.80185995,0
4.681841414,5.089539748,0
4.85616841,5.135183947,0
5.324030505,5.145013251,0
4.424405216,5.123108569,0
5.059586885,5.097423311,0
4.759245265,5.096194664,0
4.155459372,2.67943156,0
3.152346448,2.705989202,0
3.654261365,2.723558923,0
4.012419158,2.765015082,0
3.31959259,2.718821843,0
4.155459372,3.033527702,0
3.453560389,2.98123686,0
3.649549208,2.941633003,0
4.363619889,2.981502028,0
4.141399561,3.023466164,0
4.012419158,2.759970773,0
3.176816001,2.789546513,0
3.770990192,2.780397386,0
4.171991059,2.707448099,0
3.457508213,2.746898895,0
3.404766608,3.856174419,0
2.942145877,3.86709877,0
4.127951569,3.817818823,0
2.814231399,3.828477595,0
3.530272204,3.854849034,0
3.370277234,3.89239434,0
3.637046162,3.608512314,0
3.053920704,3.542783498,0
3.90342874,3.626858539,0
2.861465024,3.624924092,0
3.128775243,3.658143952,0
3.810579996,3.638664477,0
3.269197622,3.710745842,0
2.922842865,3.821452142,0
3.665178641,3.703557535,0
2.832036327,3.810640945,0
2.855444866,3.710365996,0
3.539364877,3.707275159,0
4.997410954,3.717343932,0
4.849045531,3.709653306,0
4.564541712,3.656338522,0
4.50391905,3.695782419,0
4.467650018,3.642262779,0
5.453839297,3.663358068,0
5.481419274,3.651278151,0
4.957188048,3.688208682,0
5.228735596,3.62251239,0
5.002267696,3.678242981,0
4.98152783,3.262052019,0
4.862847357,3.236054027,0
4.455599788,3.248277629,0
4.636593625,3.315495808,0
4.486362559,3.219718188,0
4.154230608,2.954004679,0
3.529877047,3.004876159,0
3.142998912,3.017525652,0
4.082004071,3.015520336,0
4.27468218,2.992963035,0
3.621852399,2.981545159,0
4.698112822,3.00443797,0
3.436136551,3.059920923,0
3.358502351,2.996421246,0
3.948470887,3.001270835,0
4.606027031,2.998453378,0
3.833001491,3.027682349,0
4.237762736,2.877897199,0
3.597731439,2.817136197,0
4.45960866,2.81933079,0
4.023790751,2.840271379,0
4.606027031,2.828888115,0
3.779702356,2.848444769,0
2.85184097,3.254999215,0
2.556795305,3.186055776,0
2.207154436,3.190132535,0
3.459933071,3.16960837,0
2.030244893,3.180980522,0
2.154983356,3.261832652,0
2.85184097,3.150613936,0
2.530267602,3.184103086,0
2.596143413,3.140922078,0
3.6793984,3.202869339,0
2.297291639,3.180061755,0
2.450181485,3.093088406,0
2.892518615,2.974376231,0
