-4.586017121090989690e+01,4.469084007906502620e+01,-3.237600846395797305e+01,-5.382873274943306541e+01,-2.244561340378459136e+01,-4.028993380894957177e+00,-1.934806974904237720e+01
-4.821540211067146942e+01,4.313253678014804393e+01,-3.226825064961658285e+01,-5.168488532327218365e+01,-2.313160186370134497e+01,-3.336787300115617416e+00,-1.900652971020987536e+01
-4.640309550326607990e+01,4.281407270416530508e+01,-3.093286762718388516e+01,-5.366575563751823097e+01,-2.300450258738079512e+01,-5.058889907031355548e+00,-1.935473083871928779e+01
-4.719914209345287759e+01,4.260746007487531983e+01,-3.062702208787247926e+01,-5.336107536352573533e+01,-2.238024394339149126e+01,-5.452846298388871915e+00,-2.072457884177078569e+01
-4.642694517519020536e+01,4.292188578666342380e+01,-3.221028622604123370e+01,-5.188585227809846145e+01,-2.182585968198315385e+01,-4.614663497688056282e+00,-1.924299541950473369e+01
-1.608264249618402530e+01,-1.132925341680560649e+01,2.747939948078055394e+01,-1.176382363457647173e+01,-3.230051261521027328e+01,2.209180725694006142e+01,3.050214604936552121e+01
-1.871440464092896505e+01,-1.412262646015805778e+01,2.737571121801067164e+01,-1.292517819607566487e+01,-3.319447516657226771e+01,2.329426619210839888e+01,3.105245327558675328e+01
-1.894960967642375849e+01,-1.298862722068481190e+01,2.573304658604495998e+01,-1.141583374407887774e+01,-3.306659334436373143e+01,2.324609945186910664e+01,3.121676892470137687e+01
-1.962934408953054444e+01,-1.109963982271542804e+01,2.690849137536415370e+01,-1.338036016707748743e+01,-3.190889273581154484e+01,2.569097283911086294e+01,2.972272844645713263e+01
-1.974877012400758147e+01,-1.199977871465754120e+01,2.723218099414172499e+01,-1.180141964649338604e+01,-3.189030494490976153e+01,2.397600265258540730e+01,2.929661312677445650e+01
3.545108457666579937e+01,3.210626913068519173e+01,-1.532604928565598890e+01,-8.086613270049587854e+00,3.045054211264640998e+01,-4.003391850657824591e+01,3.517575147883585629e+01
3.321400735226003320e+01,3.273357838606227688e+01,-1.343824679185118320e+01,-1.022456342387571837e+01,3.119350208412931380e+01,-4.219592243922469521e+01,3.476158140506768746e+01
3.339245929912991073e+01,3.384771561668065232e+01,-1.638846732672328699e+01,-1.066697778372881267e+01,3.194105368809813328e+01,-3.889036617912964999e+01,3.530949430921811683e+01
3.417763835572091580e+01,3.185390323651787980e+01,-1.681360104876053541e+01,-1.011359309143661278e+01,3.103693991515492812e+01,-3.983134379652395296e+01,3.429958764307463781e+01
3.211037388331627085e+01,3.192486178285621889e+01,-1.425615094719167963e+01,-9.602934243476219933e+00,3.236032946081228090e+01,-4.012437099041181909e+01,3.845082424285894263e+01
3.405913884782606971e+01,3.075365216355420017e+01,-1.542736349308471233e+01,-1.070607863978506558e+01,3.118009240578264141e+01,-3.912556615831368134e+01,3.570036896676564453e+01
2.490096091077197471e+01,-7.389080698757098276e+01,3.758001728037805833e+01,-9.174363064741072549e+00,1.123072267380073797e+01,-1.542210808853185622e+00,2.464942502934362878e+01
2.362561284570812958e+01,-7.626694664863545370e+01,3.689832826869022853e+01,-1.161238913682323926e+01,9.977943807977382562e+00,-2.108276363919890706e+00,2.417611131329329410e+01
2.541933490155894404e+01,-7.568421394792925128e+01,3.852764682735150359e+01,-9.482445252491411125e+00,1.329753217330780224e+01,-5.892391979462037188e-01,2.561692765781277004e+01
2.434903654924343996e+01,-7.379520481396465925e+01,3.622308333638785882e+01,-8.665554630325237540e+00,1.280887782183678780e+01,-3.382507286499805144e-01,2.713053514397206101e+01
2.263122670260689873e+01,-7.489545604521755706e+01,3.740425407684537618e+01,-1.056604218777657778e+01,1.058458466450800017e+01,-9.270539108879807255e-01,2.543378018949795205e+01
2.377259170548781597e+01,-7.582092782194719405e+01,3.838641585058700656e+01,-1.000271807570027427e+01,1.355313370761689029e+01,-2.540549001270284712e+00,2.609991644125448218e+01
-1.285880091186717067e+01,-3.254558886221206393e+01,6.464839899907525833e+00,4.177590294846569208e+01,-1.286377896756363626e+01,2.774522818022107629e+01,1.106367921292705603e+01
-1.151287609927472388e+01,-3.038148770829604217e+01,5.861586047516410325e+00,4.180899673121979276e+01,-1.320433687211728113e+01,2.715201192016280629e+01,1.302269099365304150e+01
-1.098842669579492082e+01,-3.245280526960884515e+01,4.735469658038718777e+00,4.160977736334015731e+01,-1.383896962790379881e+01,2.360669158131059930e+01,1.269699016281584569e+01
-1.193081990139608806e+01,-3.370748111833405858e+01,4.501491870110624127e+00,4.219125094284025579e+01,-1.573342146684781184e+01,2.544374241079919585e+01,1.214904079599517850e+01
-1.248039973812507952e+01,-3.195881594520900038e+01,4.109101270419017737e+00,4.126076926371850107e+01,-1.371074829507706916e+01,2.770208475100342937e+01,1.340472458936965516e+01
-9.584005765864233695e+00,-3.196073989901523404e+01,6.527275537519777515e+00,4.300575121086217933e+01,-1.435159005901600260e+01,2.666695981524895842e+01,1.393395609592244178e+01
-3.651764209298627151e+01,3.520114772671161063e+01,-6.864673592462709451e+01,2.576579672106514707e+01,3.845289845044391086e+00,2.407156409715432233e+01,2.969093186968622433e+01
-3.562564711638061965e+01,3.465009267731567633e+01,-6.984508033108966174e+01,2.599167822407229167e+01,4.134206003874505875e+00,2.195802935785989973e+01,2.746603074572116654e+01
-3.555601596634249262e+01,3.467163444592315358e+01,-6.837559314547767997e+01,2.517304575566720359e+01,4.737559231806694804e+00,2.389839716138060766e+01,2.978852830585756095e+01
-3.553180291891049336e+01,3.567379101253072804e+01,-6.860960394137798346e+01,2.554584058889993514e+01,5.545122301614836324e+00,2.312479653278348479e+01,3.006154637164944532e+01
-3.598834282349247360e+01,3.565470511575646384e+01,-6.795400455110038251e+01,2.550514062129707327e+01,3.472710919209199609e+00,2.437465171996029412e+01,2.959578903665099858e+01
-3.516201092327996491e+01,3.519134071302718780e+01,-6.864746178033273338e+01,2.391988065024542820e+01,5.342937170890029286e+00,2.341099094881217368e+01,2.844811079492913919e+01
4.439174286734220942e+01,4.249856487937600491e+01,-1.101543057220332855e+01,3.555800142903543559e+01,-1.692289715324365229e+00,-2.795491302164715464e+01,1.277389057338301370e+01
4.510266815666982865e+01,4.157404761439894259e+01,-9.289717798122000048e+00,3.605971280318448891e+01,-9.659922983316538980e-01,-2.922759178463863350e+01,9.976543997881979209e+00
4.574732045547162329e+01,3.923498219185808011e+01,-1.066421329853158717e+01,3.878478187236102315e+01,-1.648253397135797993e+00,-2.853498470441062551e+01,1.032736852517291481e+01
4.464935614604080172e+01,4.252565641019698717e+01,-1.089345254660230111e+01,3.580538750706641338e+01,-2.408951404978134647e+00,-2.756860172552350363e+01,1.314408116054303477e+01
4.458288075719683263e+01,4.100513402151560882e+01,-8.842621275785630175e+00,3.781692637969674564e+01,-5.280126793173840483e+00,-2.898162650289494380e+01,1.223832435838158084e+01
4.526285913162006125e+01,3.879158758515190897e+01,-9.871735643001084526e+00,3.815264233994862053e+01,-2.271419841803884454e-01,-2.888441742691616909e+01,1.237683256568884538e+01
3.105553921437917353e+01,2.595307565035807684e+01,-2.203494082903593920e+01,6.299766314456251237e+00,2.398811649708016702e+01,2.279586807578681373e+01,-2.327791628609225683e+01
3.121743704270426889e+01,2.563066763128071202e+01,-2.163878657194129218e+01,7.563654419435596132e+00,2.377731966648203610e+01,2.160069375221722865e+01,-2.428996817370629557e+01
3.029452678864462456e+01,2.560235248158767263e+01,-2.463054001206963761e+01,5.212864657038263516e+00,2.447298919855641230e+01,2.311520156994658848e+01,-2.499521994435714234e+01
2.874999423131830412e+01,2.523504843562245625e+01,-2.343757263528376455e+01,6.126516389759144587e+00,2.362692731949503866e+01,2.403162752274972647e+01,-2.518592755388839777e+01
2.917810579731615661e+01,2.554860233487911358e+01,-2.465512181021031068e+01,6.628070560070886685e+00,2.444371609436898041e+01,2.295453001101779122e+01,-2.326818406930808436e+01
3.036252749357473135e+01,2.458137318512489600e+01,-2.275181478945780000e+01,8.077238702710088702e+00,2.264149713759746518e+01,2.361651794190721887e+01,-2.649910256602168346e+01
-5.362123118481851236e+01,-7.813495843233992844e+01,-3.705502001196668971e+01,5.014375404517106460e+01,9.074143801362437145e+00,-3.160037825582313076e+01,-2.627176458977666229e+01
-5.338680723455944843e+01,-7.754922574396206869e+01,-3.634266802426078868e+01,4.862409254755144872e+01,1.331135920093051084e+01,-3.216127967205489568e+01,-2.505750878242239921e+01
-5.373781263943153164e+01,-7.905498369087005983e+01,-3.886422921600696156e+01,4.805493049147541740e+01,1.196649232295535015e+01,-3.030832914401455014e+01,-2.698608205189508524e+01
-5.330215767509300662e+01,-7.697085558650327641e+01,-3.815787383954960177e+01,4.884831422449872207e+01,1.168347808519375164e+01,-2.870641340059753333e+01,-2.730668628284638544e+01
-5.285121733981170422e+01,-8.044101983252727450e+01,-3.652329446950931668e+01,4.865045544007626432e+01,1.142175349707063781e+01,-2.905665133208829332e+01,-2.618866419397795298e+01
-5.329973688046281666e+01,-7.917905138140079657e+01,-3.627460794357008922e+01,5.016140561477190118e+01,1.280790746117074974e+01,-3.124400991228168678e+01,-2.635443897190539886e+01
-3.071000030937756975e+01,-5.925196703627370454e+01,-2.171851384568561727e+01,-3.958822593899599340e+00,2.234215233671228162e+01,1.044773756306425483e+01,-1.724661722548708909e+01
-3.272644234627921378e+01,-6.238887844111330594e+01,-2.176122457862037507e+01,-4.317369338299968717e+00,2.238586652972666613e+01,1.115296717248492797e+01,-1.757055727406618573e+01
-3.219469441136158139e+01,-5.851067559585847278e+01,-2.030206096951914319e+01,-5.985991720276871320e+00,2.227820075714443959e+01,9.253318054362932088e+00,-1.631940777919927044e+01
-3.316718272197395123e+01,-6.050173267286620415e+01,-2.145714970266041277e+01,-1.650486568297539147e+00,2.309173644018287419e+01,1.070252885908987395e+01,-1.753739201467871212e+01
-3.362255304092813191e+01,-6.232053897871845294e+01,-2.147538216943360823e+01,-1.875580433171226469e+00,2.162792842762593537e+01,1.274464708045589489e+01,-1.659504225629917684e+01
-3.174124073660272316e+01,-5.782503521107891231e+01,-2.119544174114880519e+01,-2.690210026194968851e+00,2.434237722364255418e+01,1.197895812664392956e+01,-1.837044756101182230e+01
3.818035710603482613e+01,3.843877650897874076e+01,1.866001762384343721e+01,2.515855331739641443e+01,-4.416261177770905988e+01,-1.581612207644601753e+00,-2.162617821805947216e+01
3.551427023720234644e+01,3.870255190314347260e+01,1.898784755563642435e+01,2.294066640164258075e+01,-4.329728992762201756e+01,-5.245397646309425177e+00,-2.044074198629565586e+01
3.763788874265980411e+01,4.204667684403793970e+01,1.893579110914263097e+01,2.655481579896066791e+01,-4.494382950554756917e+01,-3.452571600756223269e+00,-2.278437364712419466e+01
