Condition,LD1,LD2,LD3,LD4,LD5,LD6,LD7
Flow Only,6.140173096,-5.019670719,1.313352305,1.860901507,-3.403343482,4.048258549,4.995439672
Flow Only,7.398833441,-2.060365666,0.699345802,-0.500752657,-4.987641612,1.69984545,4.749288167
Flow Only,1.455645609,-5.479395478,-2.373357948,1.011055199,-1.327912412,-0.836669057,-0.506249945
Flow Only,2.07517584,-5.942396547,-2.309099978,0.547868134,-0.639969928,0.209073669,-1.827826689
Flow Only,2.986620384,-6.549629503,-3.061756872,0.14704602,-2.003441854,0.294032178,0.56410158
Flow Only,3.479922611,-5.52190571,-3.124004654,2.704966758,-0.776739842,-1.492286714,1.03225186
Flow Only,4.240797537,-4.720197096,-1.16905403,-0.019384781,-2.203267999,1.054797626,-0.787644618
Flow Only,2.293873236,-3.805614673,-3.836455088,0.561549702,-0.824216022,-1.547114713,0.338954659
Flow Only,1.921733401,-2.305043781,0.051688086,-3.270109187,-3.819679861,-2.763990453,0.920693825
Flow Only,1.452472703,-0.999318602,1.916766403,0.87112119,-5.889439117,-2.003127538,2.040058908
Flow Only,1.849162249,-0.583372343,1.894656832,-0.136022038,-5.016209461,-2.118236579,2.455392774
Flow Only,0.728122434,-2.219287269,1.068449455,-2.043588957,-5.131863843,-3.467234032,2.447672351
Flow Only,1.938533211,1.133457173,0.916546234,-0.307134996,-4.149110503,-3.550869693,0.946492747
Flow Only,0.825628594,-0.592589038,1.509684347,-2.064633432,-5.825613312,-4.370250737,2.448949595
Flow Only,-4.835887618,-2.232110542,-1.835450423,1.227696783,-2.907169779,-1.709740121,2.032245616
Flow Only,-3.963001385,1.733062197,-3.084769089,0.223036825,-1.062126271,-4.064337963,-0.016133892
Flow Only,-3.423919212,-1.656019645,-2.647319804,0.986888931,-1.158612585,-1.714475131,1.150386352
Flow Only,-3.007816101,0.142027229,-3.932175989,-0.264410589,-4.154867113,0.011348769,1.844596652
Flow Only,-3.563698713,-0.39696821,-3.320041664,-1.954158897,-0.429975059,-3.099839703,0.642447744
Flow Only,-4.640471396,-0.226907396,-3.560856998,-1.911748975,-3.303167935,-2.149295594,2.123557548
Flow Only,0.354626552,-6.000046053,-1.982940974,-2.437657931,2.991062297,-1.017686444,0.565257753
Flow Only,2.220527693,-6.190791146,-3.864976734,-2.655233361,3.62807094,1.86731311,-0.869889311
Flow Only,-0.046839314,-8.461912318,-1.658213083,-3.030255113,3.507007404,0.466662029,1.099546596
Flow Only,2.981705926,-7.962959792,-3.578707205,-2.170035703,2.263717511,0.258347489,-0.659747866
Flow Only,1.180576973,-8.243732522,-0.174714041,-0.762679036,2.532116506,1.171436486,0.134328979
Flow Only,0.590855623,-6.943436074,-1.056114391,-0.96571212,4.219851545,0.925883566,-0.181004133
Flow Only,3.547983741,0.016692381,-0.348000568,6.26149576,-2.310753947,-1.694724725,1.862018632
Flow Only,1.627124067,0.115155556,-2.880528693,7.494908981,-3.459730883,-1.853091819,-1.412749392
Flow Only,4.640891318,0.160628784,-1.422409636,6.161343723,-2.092407857,-0.334053458,-0.788535967
Flow Only,2.394398444,-1.332237089,-1.871514843,7.013968956,-3.83280543,-2.645851949,0.572091097
Flow Only,4.195354972,-0.302298793,-0.519332738,9.481493875,-2.198907059,-1.416870131,-0.106598603
Flow Only,3.674628508,-0.903248807,-1.552181286,9.824925411,-1.280033059,-1.456830616,-1.283267837
Flow Only,1.652827129,11.93781914,0.297811265,0.750962212,0.517230536,-0.211046887,3.396614158
Flow Only,-0.518934659,12.47855636,1.960290569,1.306803534,-1.935760502,-2.86620953,2.61082195
Flow Only,-0.734021036,11.12674459,2.190732692,0.271112131,1.181785971,-2.431522283,0.680413887
Flow Only,-1.124873306,14.15414404,1.141413754,0.007335592,-1.140537963,-1.239401878,0.566655488
Flow Only,-0.198342623,9.659083082,-0.004989012,1.069640195,1.354237313,-1.42052103,2.100815805
Flow Only,1.13529255,11.01776848,0.938830255,-0.832248578,-1.604585561,-0.074799561,2.114825008
Flow Only,6.9297098,4.035266424,5.441889581,5.426879471,-0.632923953,0.48128179,-1.284927153
Flow Only,7.167969183,4.117400058,5.728353923,7.094627527,0.526013345,1.105067648,0.934562377
Flow Only,5.783576175,5.815472261,3.632169536,5.03766621,-1.491373412,1.909093359,2.938317368
Flow Only,7.275321996,4.129757482,4.672094576,5.411730712,-0.500693545,0.748684891,0.838229785
Flow Only,3.845764003,3.858205146,5.743427361,4.767009272,-0.511803042,0.270537056,0.356354744
Flow Only,4.352773527,3.192349618,4.216569986,4.520160407,-3.15113017,-0.008883905,0.165841024
Flow Only,-3.254304128,5.452053409,0.488922091,-1.752470678,-2.834437138,4.727049993,2.491428499
Flow Only,-6.035482632,5.057841183,-0.191996385,-2.414039567,-2.975434543,6.373198798,0.560234232
Flow Only,-4.432366888,5.531967205,-0.712987683,-0.387620115,-0.452381593,7.133691001,0.320138427
Flow Only,-3.764912415,7.049681504,-1.055085808,-0.591567266,-3.888718039,5.820633608,0.578914506
Flow Only,-3.032784737,6.0264662,-1.311198265,-0.699538103,-1.194887669,5.668344833,0.308772001
Flow Only,-3.488056825,6.346556548,-1.241293054,-1.223265483,-1.76378455,4.757778814,1.142400257
Flow Only,-4.06270219,0.442626607,1.33011832,5.026513503,-5.221191098,2.176289052,-0.273709539
Flow Only,-2.181867041,1.372950131,2.427910759,3.034831301,-3.037210315,-0.266067566,-1.643377976
Flow Only,-1.102661592,-1.25887784,2.622279232,4.328925518,-4.13089538,-0.87345565,-0.673014639
Flow Only,-3.313338109,0.759615626,2.434114003,2.501699932,-2.537397138,-0.252574608,-3.355342392
Flow Only,-1.061718232,0.589992359,0.349824169,4.665591114,-3.689585493,0.847723413,-2.965594164
Flow Only,-2.569144336,0.46717515,3.81155606,4.777841722,-4.206485125,0.713671765,-2.259353262
Flow Only,6.413720424,-3.25796225,2.03753729,2.653349878,0.516249065,-1.542576536,1.113950296
Flow Only,7.027756848,-3.144540188,2.739518928,1.78989165,1.275992139,-0.233116779,0.835680117
Flow Only,4.285634014,-4.153759615,2.70988594,3.214620348,2.13332399,2.23074951,0.752000969
Flow Only,7.240391576,-3.828994655,3.20977274,2.961333744,1.620939472,-0.513369152,-0.156326554
Flow Only,7.682183142,-2.29713057,3.818852146,2.248683768,0.718506944,0.30490613,-0.285036938
Flow Only,6.722556184,-2.061947672,1.586092489,2.448390995,0.888420118,-0.380664964,1.541571681
Flow Only,1.978742703,-7.02246179,3.34570996,-4.54191463,6.419882963,0.346035255,-4.201678918
Flow Only,4.073987273,-8.629367638,4.80062049,-5.267155038,6.033873839,2.427716398,-3.659958535
Flow Only,1.838692982,-6.978162255,2.573154624,-4.12396028,7.684835173,-0.342933723,-3.797341833
Flow Only,2.697199383,-8.180427259,3.554659721,-4.340954628,6.60743903,0.638313963,-5.553127525
Flow Only,1.552164488,-8.566163,2.40190648,-4.577304512,6.3082656,1.298150206,-5.029092869
Flow Only,2.222608501,-7.841966792,3.001050611,-4.114197673,5.500774838,2.123115818,-5.332669345
Flow Only,7.557159567,-0.356491286,-6.547496258,-3.576563404,-2.447487591,-0.081917022,8.714414146
Flow Only,7.978019593,0.266489009,-8.879852946,-4.608590793,-3.001128389,-0.331661467,9.598777942
Flow Only,7.876377202,0.305979648,-7.81382556,-3.801688224,-2.108819528,-0.432285137,9.156355341
Flow Only,8.132945385,0.814921293,-8.410586951,-2.73306,-3.706450967,-0.141460853,7.743651295
Flow Only,8.359058643,-1.162288964,-9.176126449,-4.206776852,-3.971218057,0.437679745,8.452161123
Flow Only,3.71521785,-5.752461235,5.253813293,-0.753591968,1.663342729,3.304625755,-8.373925467
Flow Only,3.57741022,-4.698631324,5.344313646,-1.957432867,0.134707656,3.692325272,-7.030368964
Flow Only,4.475145266,-5.480985735,3.4554912,-0.045966591,0.60484177,3.950526083,-7.80140328
Flow Only,4.647660213,-4.691709932,4.043657855,-1.739870655,3.189663877,4.19817249,-6.69948373
Flow Only,5.576346388,-6.916119263,2.260969043,-1.206469536,1.464979305,3.269078231,-8.653218301
